0,1,2,3,4,5,6,7
Monizalba,22-Apr-1922,Not Stated,Malao,Badly damaged,June 1922,261,
Lambton,23-Apr-1922,Not Stated,Southeast of Michipicoten,Sunk,June 1922,261,
Trevisa,23-Apr-1922,Grounded,Toledo,Undamaged,June 1922,261,
Campello,25-Apr-1922,Fire,"Claremont, Virginia",Heavy damage,June 1922,261,
Faraby,25-Apr-1922,Disabled,East of Nantucket,Boiler Trouble,June 1922,261,
Glyndon,25-Apr-1922,Disabled,Sandy Hook,Not Stated,June 1922,261,
Good Luck,25-Apr-1922,Ashore,Near Norfolk,Slight Damage,June 1922,261,
John McCartney Kennedy,25-Apr-1922,Collision,Little Current,Leaking,June 1922,261,
Northern Star,25-Apr-1922,Grounded,Gulf of Finland,Jettison cargo,June 1922,261,
Sagua,25-Apr-1922,Grounded,Artovo,Not Stated,June 1922,261,
Siam City,25-Apr-1922,Fire,Port Richmond,Heavy damage to cargo,June 1922,261,
Stolwyk,25-Apr-1922,Grounded,Near Abus,Leak in holds,June 1922,261,
W. J. Hanna,25-Apr-1922,Disabled,Balboa,Tail shaft damaged,June 1922,261,
Arabian,26-Apr-1922,Grounded,Prescott,Jettison cargo,June 1922,261,
Martian,26-Apr-1922,Lost Shoe,Fort William,Steering Gear,June 1922,261,
Port de Caen,26-Apr-1922,Disabled,St. Michaels,Machinery damaged,June 1922,261,
Thistlemore,26-Apr-1922,Ashore,North Berwick,Not Stated,June 1922,261,
Charlot,27-Apr-1922,Disabled,St. Michaels,Defective machinery,June 1922,261,
F. E. Taplin,27-Apr-1922,Disabled,Duluth,Crank pin loose,June 1922,261,
Harraseeket,27-Apr-1922,Parted Hawser,Long  Island,Ashore,June 1922,261,
Mevania,27-Apr-1922,Rammed,Sabine,Stem twisted,June 1922,261,
Mundelta,27-Apr-1922,Rammed,Sabine,Damage below waterline,June 1922,261,
Nettie C. Powell,27-Apr-1922,Disabled,New York,Not Stated,June 1922,261,
Ward,27-Apr-1922,Disabled,Bermuda,Boiler defective,June 1922,261,
Abbie Keast,28-Apr-1922,Battered By Sea,Bay of Fundy,Leaking,June 1922,261,
Brave Coeur,28-Apr-1922,Disabled,Bermuda,Boiler Trouble,June 1922,261,
Dallas,28-Apr-1922,Disabled,Halifax,Machinery damaged,June 1922,261,
Joyland,28-Apr-1922,Ashore,Below Clayton,Total Loss,June 1922,261,
Mayflower,28-Apr-1922,Grounded,Oak Bluff,Undamaged,June 1922,261,
W. H. Waters,28-Apr-1922,Heavy Blow,Near Boston,Lost jib,June 1922,261,
Catawamteak,29-Apr-1922,Sprung Leak,South of Monhegan,Sunk,June 1922,261,
Mapleheath,29-Apr-1922,Struck Lock,Lachine Canal,Bow damaged,June 1922,261,
Justin,30-Apr-1922,Collision,Off Fortwool,"Sunk, Raised",June 1922,261,
Manning,30-Apr-1922,Collision,Off  Fortwood,Slight Damage,June 1922,261,
Whittier,30-Apr-1922,On Rocks,Point Arena,Total loss,June 1922,261,
Carnmona,1-May-1922,Disabled,Gulf of Canso,Lost Rudder,June 1922,261,
Catawamteak,1-May-1922,Leak,Monhegan,Sunk,July 1922,306,
Josephine,1-May-1922,In Tow,Northeast of Charleston,Waterlogged,June 1922,261,
Kelbergen,1-May-1922,Disabled,Rotterdam,Steerer disabled,June 1922,261,
Lottie,1-May-1922,Disabled,Off Watch Hill,Broke crankshaft,June 1922,261,
Victoria de Larrinaga,1-May-1922,Ashore,Mouchoir Bank,Wrecked,June 1922,261,
William A. McKenney,1-May-1922,Disabled,Off Cape May,Tail shaft damaged,June 1922,261,
Wm. A. McKenney,1-May-1922,Disabled,Watlings Island,Fractured Shaft,July 1922,306,
City of San Antonio,2-May-1922,Grounded,Galveston,Not Stated,June 1922,261,
Erholm,2-May-1922,In Ice,At Sea,Not Stated,June 1922,261,
Meline,2-May-1922,Grounded,Galveston,Not Stated,June 1922,261,
Nucula,2-May-1922,Collision,River Clyde,Slight Damage,June 1922,261,
Harriet B.,3-May-1922,Collision,Lake Superior,Wreck,June 1922,261,
Marquette and Bessemer No. 1,3-May-1922,Hit Bridge,Welland,Not Stated,June 1922,261,
Nervier,3-May-1922,Jammed In Ice,Cabot Strait,Drifting,June 1922,261,
Quincy A. Shaw,3-May-1922,Collision,Lake Superior,Plates damaged,June 1922,261,
West Carnifax,3-May-1922,Fire,Hamburg,Heavy damage to cargo,June 1922,261,
Anna Maersk,4-May-1922,Disabled,Near Newport News,Tail shaft broke,June 1922,261,
B. R. Tower,4-May-1922,In Ballast,Grand Turk Island,Totally wrecked,June 1922,261,
Burutu,4-May-1922,Fouled,Lamberts Point,Slight Damage,June 1922,261,
Greenbrier,4-May-1922,Ashore,Port Morant,Undamaged,July 1922,306,
J. J. Turner,4-May-1922,Disabled,Lake Superior,Lost wheel,June 1922,261,
Josephine,4-May-1922,Struck On Bar,Near Southport,In bad shape,June 1922,261,
Seneca,4-May-1922,Disabled In Ice,At Sea,Not Stated,June 1922,261,
Saratoga,5-May-1922,Not Stated,Florida Coast,Sunk,June 1922,261,
West Ira,5-May-1922,Disabled,Shanghai,Engine trouble,July 1922,306,
Hawkeye State,6-May-1922,Ashore,Below Baltimore,Not Stated,June 1922,261,
Strathcona,6-May-1922,Ashore,Butt's Rock,Total loss,July 1922,306,
Mina Nadeau,7-May-1922,Heavy Sea,At Sea,Lost lumber cargo,June 1922,261,
Antonio Lopez,8-May-1922,Disabled,Cadiz,Lost blade,July 1922,306,
Charles Davenport,8-May-1922,Leaking,Barbados,Headgear damaged,June 1922,261,
David K. Phillips,8-May-1922,Struck Object,James River,Slight Damage,June 1922,261,
Fluor Spar,8-May-1922,Disabled,Gravesend,Steerer Defective,June 1922,261,
Nacoochee,8-May-1922,Disabled,Boston,Lost propeller blade,June 1922,261,
Santa Barbara,8-May-1922,Fire,Baltimore,Slight Damage,July 1922,306,
Santa Luiza,8-May-1922,Ashore,Near St.  Johns River,Not Stated,July 1922,306,
M. O. Crowell,9-May-1922,Grounded,Schuylkill,,July 1922,306,
West Gambo,9-May-1922,Not Stated,Montevideo,Cargo heated,July 1922,306,
Beeco,10-May-1922,On Rocks,Renews Rocks,Not Stated,July 1922,306,
Blue  Hen State,10-May-1922,Fire,New York,Slight Damage,July 1922,306,
Columbia,10-May-1922,Ashore,"Rochelois  Bank, Gonaives Channel",Propeller fouled,July 1922,306,
Else Hugo Stinnes,10-May-1922,Fire,Near Halifax,Damage to cargo,July 1922,306,
Grand Desert,10-May-1922,Not Stated,"Bayfield, P. E.",Total wreck,July 1922,306,
Henry P. Mills,10-May-1922,Disabled,Marcus Hook,Not Stated,July 1922,306,
Julia Luckenbach,10-May-1922,Explosion,Communipaw,Not Stated,July 1922,306,
Nurtureton,10-May-1922,Fire,Baltimore,Slight Damage,July 1922,306,
A. R. Co. No. 68,11-May-1922,Collision,"Point Breeze, Philadelphia",Heavy damage,July 1922,306,
Annie Moiles,11-May-1922,"Fog, Collision",St. Clair  River,Sunk,July 1922,306,
Eugene V. R. Thayer,11-May-1922,Grounded,Near Galveston,Not Stated,July 1922,306,
George R. Bradford,11-May-1922,Squall,At Sea,Topmasts gone,July 1922,306,
J. T. Hutchinson,11-May-1922,"Fog, Collision",St. Clair River,Undamaged,July 1922,306,
Samuel Mitchell,11-May-1922,Ice Fields,Duluth,Damage to stern,July 1922,306,
Sternlight,11-May-1922,Fire,New York,Heavy damage,July 1922,306,
Tancred,11-May-1922,Collision,"Point Breeze, Philadelphia",Undamaged,July 1922,306,
Ward,11-May-1922,Disabled,Hampton Roads,Not Stated,July 1922,306,
Dio,12-May-1922,Disabled,At Sea,Lost propeller blade,July 1922,306,
Edgemont,12-May-1922,Disabled,Sandy Hook,Engine trouble,July 1922,306,
Edward U. Demmer,12-May-1922,Disabled,Off Conneaut,Broke crankshaft,July 1922,306,
Italia,12-May-1922,Grounded,Baltimore,Not Stated,July 1922,306,
Thomas  Crowley,12-May-1922,Grounded,Ballard Beach,Undamaged,July 1922,306,
West Cherow,12-May-1922,Disabled,Balboa,Slight Damage,July 1922,306,
Dallas,13-May-1922,Ice,At Sea,Rudder broke,July 1922,306,
J. J. Turner,13-May-1922,Grounded,St. Clair Flats Canal,Undamaged,July 1922,306,
New England,13-May-1922,Disabled,Bermuda,Tank and circ. Pump disabled,July 1922,306,
Westmead,13-May-1922,Disabled,At Sea,Damage to air pump & propeller blade,July 1922,306,
B. R. Tower,14-May-1922,Wrecked On  Reef,Northeast of Grand Turk,Bottom damaged,July 1922,306,
Esther K.,14-May-1922,Fire In Cargo,Off Coopers Point,Undamaged,July 1922,306,
Siam City,14-May-1922,Fire,At Sea,Damage to cargo,July 1922,306,
Brightlight,15-May-1922,Fire,Off St. George,Not Stated,July 1922,306,
City of Auckland,15-May-1922,Grounded,Port Said,Undamaged,July 1922,306,
D. S. C. No. 18,15-May-1922,Fire,Off St. George,Not Stated,July 1922,306,
Hastings County,15-May-1922,Disabled,At Sea,Lost propeller blade,July 1922,306,
River Aranes,15-May-1922,Fire,New  York,Damage to cargo,July 1922,306,
Dannedaike,16-May-1922,Grounded,Near Texas City Channel,Not Stated,July 1922,306,
Dixie,16-May-1922,Fire,New York,Damage to cargo,July 1922,306,
Feliciana,16-May-1922,Disabled,Near Queenstown,Machinery damaged,July 1922,306,
Muncaster Castle,16-May-1922,Fire,Galveston,Damage to cargo,July 1922,306,
Ala,17-May-1922,Disabled,At Sea,Not Stated,July 1922,306,
Argo,17-May-1922,Ashore,Sturgeon Point,Shoe damaged,July 1922,306,
Coalinga,17-May-1922,Grounded  In Mud,"Off Alameda Pier, San Francisco",Not Stated,July 1922,306,
Oznio,17-May-1922,On Rocks,Cape Blanco,Not Stated,July 1922,306,
Rapallo,17-May-1922,Disabled,St. Michaels,Piston broke,July 1922,306,
Western Maid,17-May-1922,Disabled,At Sea,Machinery disabled,July 1922,306,
Zehedee S.  Cliff,17-May-1922,Disabled,Boston,Rudder damaged,July 1922,306,
Glenfinnan,18-May-1922,Collision,Passage Island Light,Not Stated,July 1922,306,
Lombardy,18-May-1922,Grounded,Off Montevideo,Engine room & holds flooded,July 1922,306,
Midland King,18-May-1922,Collision,Passage Island Light,Plates damaged,July 1922,306,
Southwestern Miller,18-May-1922,Fire,At Sea,Damage to cargo,July 1922,306,
Ada A. McIntyre,19-May-1922,Ashore,Grand Manan,Damage to port side,July 1922,306,
City of Beaumont,19-May-1922,Disabled,Sewalis  Point,Bad  Leak,July 1922,306,
Cotone,19-May-1922,Disabled,New York,Steerer disabled,July 1922,306,
Eagle No. 17,19-May-1922,"Fog, Ashore",Near Montauk Point,Breaking Up,July 1922,306,
Gen.  John Wilkins,19-May-1922,"Fog, Ashore","Orient Point, I. I.",Heavy damage,July 1922,306,
Janelew,19-May-1922,Disabled,Alligator Reef,Turbine disabled,July 1922,306,
North Pacific,19-May-1922,Disabled,North of Ambrose Lightship,Engine trouble,July 1922,306,
Shinkoku Maru,19-May-1922,Ashore,Shanghai Bar,Cargo abandoned,July 1922,306,
Tarantia,19-May-1922,Ran Into Dock,Norfolk,Slight Damage,July 1922,306,
Arlington,20-May-1922,Disabled,Boston,Boiler Trouble,July 1922,306,
City of Flint,20-May-1922,Fire,Bremen,Damage to cargo,July 1922,306,
Egypt,20-May-1922,Collision,Island of Ushant,Total loss,July 1922,306,
F. J. Luckenbach,20-May-1922,Fire,Los Angeles,Damage to cargo,July 1922,306,
Oakley C. Curtis,20-May-1922,Ashore,Lovelis Island,Undamaged,July 1922,306,
Seine,20-May-1922,Collision,Island of Ushant,Bow badly damaged,July 1922,306,
Andree,21-May-1922,Collision,Delaware Bay,Hole stoved,July 1922,306,
Cardonia,21-May-1922,Grounded,Mouth of Mississippi River,Undamaged,July 1922,306,
Conestoga,21-May-1922,Fire,Cardinal Canal,Total Loss,July 1922,306,
H. F. Alexander,21-May-1922,Collision,Delaware Bay,Damage to plates,July 1922,306,
West Kebar,21-May-1922,Collision With Iceberg,Off Cape Race,Damage to stem & plates,July 1922,306,
Berlin,22-May-1922,Ashore,"Ugaguk Flats, Alaska",Total Loss,July 1922,306,
Virginia  Olsott,22-May-1922,Dense Fog,San Pedro,Sunk,July 1922,306,
Egremont,23-May-1922,Bulkhead Leaking,"Alexandria, Egypt",Slight Damage,July 1922,306,
Sub Chaser 127,24-May-1922,Grounded,False Spit (Near Great Brewster),Undamaged,July 1922,306,
West Imboden,24-May-1922,Disabled,New York,Engine trouble,July 1922,306,
Middlesex,25-May-1922,Ashore,Trundy Reef,Bad leaks,July 1922,306,
Andrea Luckenbach,26-May-1922,Grounded,"Off Port Gamble, Washington",Undamaged,July 1922,306,
Herbert T.,26-May-1922,Capsized,New York,Not Stated,July 1922,306,
Swan,27-May-1922,"Storm, Disabled",Pensacola Bay,Engine trouble,July 1922,306,
Elk Garden,28-May-1922,Not Stated,"Off Hog Island, Virginia",Sunk,July 1922,306,
Iowan,28-May-1922,Collision,Columbia River,Heavy damage,July 1922,306,
Larimer,28-May-1922,Not Stated,"Off Hog Island, Virginia",Sunk,July 1922,306,
Madawaska,28-May-1922,Grounded,Tungsha,Water in hold,July 1922,306,
Waltham (Tug),28-May-1922,Disabled,Sandy Hook,Not Stated,July 1922,306,
Welsh Prince,28-May-1922,"Collision, Sunk",Columbia River,Broke In Two,July 1922,306,
Beechwood,29-May-1922,Sunk,Winter Quarter Shoal,Total Loss,July 1922,306,
Eleanor Taylor,29-May-1922,Collision,Off West Bank,Unknown,July 1922,306,
Grand Turk,29-May-1922,Collision,Off West Bank,Bowsprit broken,July 1922,306,
Marion N. Cobb,29-May-1922,Grounded,Florida Coast,Not Stated,July 1922,306,
Passaic,29-May-1922,Sunk,Winter Quarter Shoal,Total loss,July 1922,306,
Belita,30-May-1922,Disabled,New  York,Boiler damaged,July 1922,306,
Frederic Ewing,30-May-1922,Disabled,Southeast of Currituck,Engine trouble,July 1922,306,
Florence,31-May-1922,Disabled,"Brunswick, Georgia",Not Stated,July 1922,306,
Aviator,1-Jun-1922,Disabled,Off  Hatteras,Engine trouble,July 1922,306,
Wiltshire,1-Jun-1922,Ashore,New Zealand Coast,Broke In Two,July 1922,306,
Bender Brothers,2-Jun-1922,Wrecked,Okhotsk Sea,Not Stated,August 1922,335,
Rainier,2-Jun-1922,Disabled,San Francisco,Broke thrust shaft,July 1922,306,
A. F. Harvey,3-Jun-1922,Grounded,Toledo,Not Stated,July 1922,306,
Batacoa,3-Jun-1922,Leaking and  Disabled,New York,Lost Rudder,July 1922,306,
Buffalo,3-Jun-1922,Disabled,Duluth,Lost blade,July 1922,306,
Montcalm,3-Jun-1922,Grounded,Becaucour,Rudder broke,July 1922,306,
Perceler,3-Jun-1922,Grounded,Fort George Island,Damage to rudder and keel,July 1922,306,
Mary Brewer,4-Jun-1922,"Steerer Disabled, Anchor & Chain Gone","Portland Harbor, Maine",Water in hold,August 1922,335,
Northern No. 2,4-Jun-1922,Disabled,Portland,Bad leak,July 1922,306,
Ely,5-Jun-1922,Disabled,Cape Lookout Cove,Engine trouble,July 1922,306,
Flores,5-Jun-1922,Grounded,Gulfport,Undamaged,July 1922,306,
Gilbert Stancliff,5-Jun-1922,Sprung Leak,"Mispec, New Brunswick",Waterlogged,September 1922,392,
John Barrett Stugs,5-Jun-1922,Struck By Propeller,Hoboken,Not Stated,July 1922,306,
Eastern Prince,6-Jun-1922,Struck Obstacle,Vancouver,Broke propeller blades,July 1922,306,
City of Para,7-Jun-1922,Carried Away Anchor,San Francisco,Not Stated,August 1922,335,
Eastern Dawn,7-Jun-1922,Disabled,East of Boston,Not Stated,July 1922,306,
Freifield,7-Jun-1922,Disabled,Hamburg,Engine disabled,July 1922,306,
J. A. Motlett,7-Jun-1922,Collision,San Francisco,Damage to plates,July 1922,306,
Matsonia,7-Jun-1922,Collision,San Francisco,Undamaged,July 1922,306,
Sangstad,7-Jun-1922,"Fog, Ashore",Seal Island,Leaking,August 1922,335,
Wm. G. Warden,7-Jun-1922,Ashore,Near New Orleans,Unknown,August 1922,335,
Abbie Keast,8-Jun-1922,Struck Rock,Parrsboro,Total loss,July 1922,306,
Barbara W.,8-Jun-1922,Ashore,Isle Haute,Holes in bottom,July 1922,306,
Edna Hoyt,8-Jun-1922,Collision,At Sea,Slight Damage,July 1922,306,
J. A. Bostwick,8-Jun-1922,Collision,At Sea,Slight Damage,July 1922,306,
Manhattan Island,8-Jun-1922,Fire,"Ponta Delgada, Azores",Not Stated,July 1922,306,
Wash Gray,8-Jun-1922,Heavy Sea,Off Freeport,Foundered,August 1922,335,
J. J. Turner,9-Jun-1922,Grounded,St. Clair Flats Canal,Jettison cargo,July 1922,306,
Salina,9-Jun-1922,Ashore,"Fox Bay, Anticosti Island",Not Stated,July 1922,306,
Waukanna,9-Jun-1922,Fire,Boston,Not Stated,July 1922,306,
West Durfee,9-Jun-1922,Disabled,Southampton,Not Stated,July 1922,306,
Eastern Dawn,10-Jun-1922,Disabled,At Sea,Boiler Trouble,August 1922,335,
Harvester,10-Jun-1922,Struck Pier,Soo,Damage to plates,July 1922,306,
Mina Brea,10-Jun-1922,Lost Anchor & Chain,Staten  Island,Not Stated,August 1922,335,
Swiftlight,10-Jun-1922,Disabled,Key West,Machinery disabled,August 1922,335,
Aurora,11-Jun-1922,Ashore,Little Gulf Isle,Not Stated,August 1922,335,
George E. Klinck,11-Jun-1922,Collision,Staten  Island,Slight Damage,August 1922,335,
Reine Marie Stewart,11-Jun-1922,Collision,Staten  Island,Undamaged,August 1922,335,
Ada A. McIntyre,12-Jun-1922,Collision,"St. John, New Brunswick",Undamaged,August 1922,335,
Edward R. West,12-Jun-1922,Ashore,"Latitude 18 South, Longitude 148 West",Total loss,August 1922,335,
Lena,12-Jun-1922,Collision,"St. John, New Brunswick",Damage to rail and stanchions,August 1922,335,
Nevis,12-Jun-1922,Hawser Broke,Erie Basin Breakwater,"Drifted, Not Stated",August 1922,335,
Baucis,13-Jun-1922,Grounded,"Bayonne, New Jersey",Jettison cargo,August 1922,335,
Breedijk,13-Jun-1922,Fire,At Sea,Slight Damage,August 1922,335,
Ruth Martin,13-Jun-1922,Disabled,"Vineyard Haven, Mass.",Loss sails & jibboom,August 1922,335,
Suruga,13-Jun-1922,Disabled,"Balboa, CZ",Machinery defective,August 1922,335,
British Star,14-Jun-1922,Collision,Port Arthur,Not Stated,August 1922,335,
Juniata,14-Jun-1922,Collision,Off Cape Henry,Starboard Dented,August 1922,335,
Relief,14-Jun-1922,Collision,Off Cape Henry,Slight Damage,August 1922,335,
Skipsea,14-Jun-1922,Disabled,Plymouth,Machinery trouble,August 1922,335,
Cabo Mondego,15-Jun-1922,Foundered,At Sea,Not Stated,August 1922,335,
Fairlie,16-Jun-1922,Aground,Caibarien,Not Stated,August 1922,335,
Glendarnel,16-Jun-1922,Collision,"Kearny, New Jersey",Holes in bow,August 1922,335,
Henry Cort,16-Jun-1922,Hit Dock,Lorain,Damage to plates,August 1922,335,
Mond,16-Jun-1922,Leaking,Boston,Not Stated,August 1922,335,
Nordfarer,16-Jun-1922,Collision,At Sea,Not Stated,August 1922,335,
Gordon E. Moulton,17-Jun-1922,Disabled,Barbados,Leaking,August 1922,335,
John Francis Stuard,17-Jun-1922,Aground,South Channel,Not Stated,August 1922,335,
Maia,17-Jun-1922,Struck,Little Rapids,Leaking,August 1922,335,
Pinthis,17-Jun-1922,Engine Trouble,At Sea,Not Stated,August 1922,335,
Semper Fidelis,17-Jun-1922,Aground,Near Bolivar Point,Not Stated,August 1922,335,
Steel Mariner,17-Jun-1922,Fire,At Sea,Not Stated,August 1922,335,
Uncatena,17-Jun-1922,Disabled,Off Vineyard Haven,Leaking,August 1922,335,
West Caddoa,17-Jun-1922,Collision,At Sea,Damaged bow,August 1922,335,
Iolcos,18-Jun-1922,Aground,Ship Island Bar,Not Stated,August 1922,335,
Marne,18-Jun-1922,Break In Main Boiler Feed Line,At Sea,Not Stated,August 1922,335,
Frank G. Drum,19-Jun-1922,Collision,At Sea,Undamaged,August 1922,335,
President Roosevelt,19-Jun-1922,Steering Gear Disabled,Off Sparrows Point,Not Stated,August 1922,335,
Robert C. Pringle (Tug),19-Jun-1922,Struck Obstacle,Off Manitowoc,Sunk,August 1922,335,
Triton,19-Jun-1922,Disabled,Gravesend Bay,Leaking,August 1922,335,
Ypres Maru,19-Jun-1922,Collision,At Sea,Stern damaged,August 1922,335,
Bismarck,20-Jun-1922,Collision,Brooklyn,Not Stated,August 1922,335,
Brooklyn,20-Jun-1922,Collision,Brooklyn,Not Stated,August 1922,335,
Dicto,20-Jun-1922,Collision,Philadelphia,Port Side Damaged,August 1922,335,
Franziska,20-Jun-1922,Ashore,At Sea,Not Stated,August 1922,335,
Nueces,20-Jun-1922,Set Afire,At Sea,Not Stated,August 1922,335,
Robin Adair,20-Jun-1922,Rammed Pier,San Diego,Damaged Pier,August 1922,335,
Thomas P. Beal,20-Jun-1922,Collision,Philadelphia,Stern damaged,August 1922,335,
Venezuela,20-Jun-1922,Disabled,Manitowoc,Not Stated,August 1922,335,
Aledo,21-Jun-1922,Engine Trouble,Norfolk,Not Stated,August 1922,335,
Bella,21-Jun-1922,Leaking,San Salvador,Sank,August 1922,335,
Elva Blanche,21-Jun-1922,Struck Cape Pine,Newfoundland,Went to pieces,August 1922,335,
Nay Aug,21-Jun-1922,Beached,At Sea,Leaking,August 1922,335,
A. M. Byers,22-Jun-1922,Collision,Soo River,Plates damaged,August 1922,335,
Crete,22-Jun-1922,Collision,Soo River,Plate broke,August 1922,335,
Phyllis,22-Jun-1922,Ashore,West Reef (Caicos),Not Stated,August 1922,335,
Samaria,22-Jun-1922,Machinery Trouble,Liverpool,Not Stated,August 1922,335,
Siam,22-Jun-1922,Fire,Hull,Badly damaged,August 1922,335,
Thomas Maytham,22-Jun-1922,Hit Rock,Toledo,Damage to plate,August 1922,335,
Ball Brothers,23-Jun-1922,Disabled,Duluth,Engine trouble,August 1922,335,
Aster,24-Jun-1922,Aground,Gloucester,Not Stated,August 1922,335,
Caoba,24-Jun-1922,Disabled,Near Cape Blanco,Engine trouble,August 1922,335,
Samuel Mitchell,24-Jun-1922,Struck Rocks,Detour,Badly damaged,August 1922,335,
Strassa,24-Jun-1922,Collision,Pier at  Philadelphia,Not Stated,August 1922,335,
A. M. Byers,25-Jun-1922,Collision,Upper St. Marys River,Damage to stern & hawse pipe,August 1922,335,
Andree,25-Jun-1922,Collision,Fort Mifflin Bar,Not Stated,August 1922,335,
Desire,25-Jun-1922,Collision,Cape Cod,Not Stated,August 1922,335,
H. F. Alexander,25-Jun-1922,Collision,Fort Mifflin Bar,Not Stated,August 1922,335,
J. A. Farrell,25-Jun-1922,Collision,Upper St. Marys River,Hole In Side,August 1922,335,
Puritan,25-Jun-1922,Disabled,Sable Island,Not Stated,August 1922,335,
Gulfqueen,26-Jun-1922,Collision,Staten  Island,Not Stated,August 1922,335,
Humaconna,26-Jun-1922,Repairs,Jacksonville,Not Stated,August 1922,335,
John C. Fitzpatrick,26-Jun-1922,Badly Listed,At Sea,Not Stated,August 1922,335,
Schoharie,26-Jun-1922,Ashore,Terschelling,Not Stated,August 1922,335,
Stephen R. Jones,26-Jun-1922,Collision,Staten  Island,Leaking,August 1922,335,
Tiger,26-Jun-1922,Engine Trouble,Off Barnegat,Not Stated,August 1922,335,
Lake Fairlie,27-Jun-1922,Grounded,Cay Francis,Lost some cargo,August 1922,335,
Western World,27-Jun-1922,Disabled,At Sea,Steering Gear,August 1922,335,
City of Oran,28-Jun-1922,Caught Fire,At Pier,Not Stated,August 1922,335,
Annie B. Mitchell,29-Jun-1922,Collision,City Island,Not Stated,August 1922,335,
Bathgate,29-Jun-1922,Aground,New London,Leaking,August 1922,335,
Fairfield,29-Jun-1922,Fire,Boston,Total loss,August 1922,335,
Faraby,29-Jun-1922,Engine Trouble,At Sea,Not Stated,August 1922,335,
Gertrude Parsons,29-Jun-1922,Collision,City Island,Lost jibboom,August 1922,335,
John D. Archbold,29-Jun-1922,Aground,Robbins Reef,Not Stated,August 1922,335,
Nasmyth,29-Jun-1922,Aground,Marine Cityy,Not Stated,August 1922,335,
Providence,29-Jun-1922,Struck Ledge,Wetherell,Badly damaged,August 1922,335,
Tenas,29-Jun-1922,Aground,New London,Leaking,August 1922,335,
W. A. Follette,29-Jun-1922,Ashore,Branford,Not Stated,August 1922,335,
Wakanna,29-Jun-1922,Set Afire,Boston,Total loss,August 1922,335,
Danier,30-Jun-1922,Collision,New Orleans,Rudder and stern,August 1922,335,
De Soto,30-Jun-1922,Valve Blew Up,Patuxent River,Not Stated,August 1922,335,
Cape Henry,1-Jul-1922,Disabled,At Sea,Leaking,August 1922,335,
Kaikyu Maru,1-Jul-1922,Fire,Portland,Unknown,August 1922,335,
Middlesex,1-Jul-1922,Struck,Trundy's Reef,Plates pierced,September 1922,392,
Norden,1-Jul-1922,Disabled,At Sea,Valve trouble,August 1922,335,
Peter Reiss,1-Jul-1922,Struck Bank,Superior,Damage to rudder stock,September 1922,392,
Samuel Mitchell,1-Jul-1922,On Rocks,Near Detour,Damage to plates & engine,September 1922,393,
Sydic,1-Jul-1922,Ashore,Shoalwater Point,Not Stated,August 1922,335,
Cranford,2-Jul-1922,Grounded,Sabine Channel,Not Stated,September 1922,392,
Santa Cruz,2-Jul-1922,Disabled,Seattle,Broken piston rod,August 1922,335,
Advance,3-Jul-1922,Ashore,Gonaives,Not Stated,August 1922,335,
Canadian Commander,3-Jul-1922,Ashore,Near Platte Point,Hull battered,September 1922,392,
Clara  A. Donnell,3-Jul-1922,Ashore,Davis Shoal,Total loss,August 1922,335,
Win-the-War,3-Jul-1922,Struck,Shag Harbor,Total loss,September 1922,393,
Airdale,4-Jul-1922,Collision,Near Quebec,Bows stove in,August 1922,335,
Canadian Commander,4-Jul-1922,Ashore,Plate Point,Leaking,August 1922,335,
Ginyo Maru,4-Jul-1922,Collision,Montara Light,Hull destroyed,September 1922,392,
Orthia,4-Jul-1922,Beached,Quebec,Total Loss,August 1922,335,
Sarmatia,4-Jul-1922,Collision,New York,Two plates damaged,August 1922,335,
Tiger,4-Jul-1922,Fire,Baltimore,Slight damage,September 1922,393,
Wm. A. McKenney,4-Jul-1922,Collision,Montara Light,Ripped plates,September 1922,393,
Genesee,5-Jul-1922,Leaking,Norfolk,Not Stated,August 1922,335,
Norburn,5-Jul-1922,Struck Ice,Strait Belle Isle,Bow damaged,August 1922,335,
Perth Amboy,5-Jul-1922,Struck By Lightning,Atlantic City,Badly damaged,August 1922,335,
Win-the-War,5-Jul-1922,Ashore,Bow portage,Total loss,August 1922,335,
Amelia,6-Jul-1922,Grounded,Philadelphia,Damaged rudder,August 1922,335,
Arctic,6-Jul-1922,Collision,Saunders Reef,Disabled,August 1922,335,
D. M. Philbin,6-Jul-1922,Collision,Detroit,Damaged plates,August 1922,335,
Henry Bessemer,6-Jul-1922,Aground,Port Huron,Not Stated,August 1922,335,
Hillegom,6-Jul-1922,Ran Into Pier,Not Stated,Damaged Pier,August 1922,335,
O. M. Poe,6-Jul-1922,Collision,Detroit,Slight Damage,August 1922,335,
William Nottingham,6-Jul-1922,Struck Pier,Duluth,Slightly damaged,August 1922,335,
Henry Bessemer,7-Jul-1922,Grounded,Above Port Huron Lightship,Not Stated,September 1922,392,
Kashu Maru,7-Jul-1922,Struck Wall,London,Bows damaged,August 1922,335,
Manda,7-Jul-1922,Grounded,Above Port Huron Lightship,Not Stated,September 1922,392,
Middlesex,7-Jul-1922,Ashore,Portland,Not Stated,August 1922,335,
West Quechee,7-Jul-1922,Machinery Trouble,Boston,Boiler repairs,August 1922,335,
Wm. G. Warden,7-Jul-1922,Grounded,New Orleans,Not Stated,September 1922,393,
Manda,8-Jul-1922,Aground,Port Huron,Not Stated,August 1922,335,
